id,marca,modelo,versao,descricao,tipo,categoria,segmento,ano_fabricacao,ano_modelo,portas,preco,dt_cadastro
494114,Renault,Kwid,Kwid 1.0 Zen,"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2019,2020,4,44900,2021-07-22 18:44:06
494113,Ford,Ecosport,Titanium 2.0 16V (Aut) (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2018,2019,4,82900,2021-07-22 18:44:05
494112,Ford,Ecosport,Ecosport Freestyle Powershift 2.0 16V (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2014,2015,4,59900,2021-07-22 18:44:05
494111,Renault,Sandero,Sandero Expression 1.0 16V (flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2010,2011,4,22900,2021-07-22 18:44:05
494110,Ford,Ecosport,Ecosport XLT 2.0 16V (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2010,2011,4,39900,2021-07-22 18:44:03
494109,Fiat,Punto,Punto Attractive 1.4 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2011,2012,4,33900,2021-07-22 18:44:01
494108,Fiat,Grand Siena,Grand Siena Evo Attractive 1.0 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2016,2017,4,46900,2021-07-22 18:43:59
494107,Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2018,2018,4,42900,2021-07-22 18:43:59
494106,Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2014,2015,2,40900,2021-07-22 18:43:57
494105,Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2019,2020,4,51900,2021-07-22 18:43:53
494104,Nissan,March,March 1.0 12V S (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2017,2018,4,41900,2021-07-22 18:43:53
494103,Hyundai,HB20,HB20 1.0 Comfort Plus,"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2017,2018,4,50900,2021-07-22 18:43:51
494102,Hyundai,HB20,HB20 1.0 Comfort,"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2013,2014,4,42900,2021-07-22 18:43:50
494101,Ford,Ka,Ka Hatch SE 1.5 16v (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2015,2016,4,41900,2021-07-22 18:43:49
494100,Ford,Ka,Ka Hatch SE 1.0 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2015,2015,4,38900,2021-07-22 18:43:48
494099,Ford,Fiesta,Fiesta Hatch 1.6 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2010,2011,4,25900,2021-07-22 18:43:48
494098,Ford,Ecosport,Ecosport XL 1.6 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2006,2007,5,26900,2021-07-22 18:43:47
494097,Fiat,Siena,Siena Attractive 1.4 8V (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2010,2011,4,26900,2021-07-22 18:43:46
494096,Fiat,Mobi,Mobi 1.0 Evo Easy,"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2019,2020,4,46900,2021-07-22 18:43:42
494095,Chevrolet,Onix,Onix 1.4 LTZ SPE/4,"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2013,2013,4,40900,2021-07-22 18:43:41
494094,Chevrolet,Montana,Montana LS 1.4 (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",SEMINOVOS,AUTOMOVEL,\0,2017,2018,2,51900,2021-07-22 18:43:39
494093,Chevrolet,Cobalt,Cobalt LS 1.4 8V (Flex),"AUTO CAR PRIME, trabalhando com as melhores financeiras do mercado. Financiamento em até 60 vezes sem entrada, score baixo e sem comprovação de renda só na AUTO CAR PRIME. Aprovamos seu crédito por telefone. Compra, venda, troca, financiamento, consignação. Melhor avaliação seu veículo na troca. **Análise de Crédito mediante aprovação das financeiras** ** Reservamos no direito corrigir possíveis erros de digitação** AUTO CAR PRIME... O seu melhor negócio",USADOS,AUTOMOVEL,\0,2012,2013,4,39900,2021-07-22 18:43:38
494090,Jeep,Renegade,Renegade 1.8 (Aut),Nenhuma Batida.  Baixa KM.  Único Dono.  Garantia de Fábrica.  Parece Novo.  IPVA Pago.  Pneus Novos.  Veículo de Não-Fumante.  Revisões Realizadas.  Vários Opcionais.  Licenciado.,SEMINOVOS,AUTOMOVEL,\0,2019,2020,5,93900,2021-07-22 18:37:03
494088,Renault,Sandero,Sandero Expression 1.6 16V SCe (Flex),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",SEMINOVOS,AUTOMOVEL,\0,2018,2018,5,42890,2021-07-22 18:16:08
494087,Renault,Sandero,Sandero Expression 1.0 16V (flex),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2014,2014,5,31890,2021-07-22 18:16:08
494086,Renault,Logan,Logan Expression 1.6 16V SCe (Flex),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado
Baixa KM",USADOS,AUTOMOVEL,\0,2016,2017,4,43890,2021-07-22 18:16:07
494085,Nissan,Sentra,Sentra 2.0 16V CVT (flex),Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,USADOS,AUTOMOVEL,\0,2011,2012,4,35890,2021-07-22 18:16:06
494084,Ford,KA SEDAN,Ka Sedan SE 1.0 (Flex),Veículo de Não-Fumante IPVA Pago Baixa KM Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,SEMINOVOS,AUTOMOVEL,\0,2018,2019,4,49890,2021-07-22 18:16:05
494083,Fiat,Uno,Uno Vivace 1.0 8V (Flex) 4p,"Veículo de Não-Fumante
Único Dono
IPVA Pago
Pneus Novos
Nenhuma Batida
Revisões Realizadas
Licenciado",USADOS,AUTOMOVEL,\0,2015,2015,4,27890,2021-07-22 18:16:04
494082,Nissan,Versa,Versa 1.6 16V SL,"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2013,2014,4,39890,2021-07-22 18:16:03
494081,Peugeot,208,208 Active Pack 1.5 8V (Flex),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2014,2015,4,37890,2021-07-22 18:16:02
494080,Citroen,Xsara Picasso,Xsara Picasso Exclusive 1.6 16V (flex),"Veículo de Não-Fumante
IPVA Pago
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2010,2011,5,23890,2021-07-22 18:16:01
494079,Ford,Ecosport,Ecosport Titanium 2.0 16V Powershift (Flex),Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,USADOS,AUTOMOVEL,\0,2013,2014,4,51890,2021-07-22 18:16:00
494078,Chevrolet,Celta,Celta LT 1.0 (Flex),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2015,2015,4,30890,2021-07-22 18:16:00
494077,Hyundai,HB20,HB20 1.0 Comfort Plus,"Outros opcionais: Encosto de cabeça traseiro, Porta-copos, Comando de áudio e telefone no volante, Banco bi-partido, Pára-choques na cor do veículo Informações complementares: IPVA pago, Licenciado",USADOS,AUTOMOVEL,\0,2016,2017,4,46890,2021-07-22 18:15:59
494076,Chevrolet,Spin,Spin LTZ 7S 1.8 (Flex),"Outros opcionais: Encosto de cabeça traseiro, Porta-copos, Comando de áudio e telefone no volante, Banco bi-partido, Pára-choques na cor do veículo Informações complementares: IPVA pago, Licenciado",USADOS,AUTOMOVEL,\0,2012,2013,4,46890,2021-07-22 18:15:58
494075,Hyundai,HB20X,HB20X Premium 1.6 (Aut),"Outros opcionais: Encosto de cabeça traseiro, Porta-copos, Comando de áudio e telefone no volante, Assistente de Partida em Rampa, Banco bi-partido, Pára-choques na cor do veículo Informações complementares: IPVA pago, Licenciado",USADOS,AUTOMOVEL,\0,2014,2015,4,52890,2021-07-22 18:15:57
494074,Volkswagen,Gol,Gol 1.0 TEC Special (Flex) 4p,"Veículo de Não-Fumante
IPVA Pago
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2016,2016,4,37890,2021-07-22 18:15:56
494073,Chevrolet,Onix,Onix 1.0 Joy SPE/4,"Outros opcionais: Encosto de cabeça traseiro, Porta-copos, Banco bi-partido Informações complementares: IPVA pago, Licenciado",SEMINOVOS,AUTOMOVEL,\0,2017,2018,4,44890,2021-07-22 18:15:55
494072,Hyundai,HB20,HB20 1.0 Comfort Plus,"Outros opcionais: Encosto de cabeça traseiro, Porta-copos, Comando de áudio e telefone no volante Informações complementares: IPVA pago, Licenciado",USADOS,AUTOMOVEL,\0,2016,2017,4,47890,2021-07-22 18:15:54
494071,Hyundai,HB20,HB20 1.0 Unique,Veículo de Não-Fumante Único Dono IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,SEMINOVOS,AUTOMOVEL,\0,2019,2019,4,49890,2021-07-22 18:15:53
494070,Fiat,Argo,ARGO 1.0,Veículo de Não-Fumante IPVA Pago Baixa KM Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,SEMINOVOS,AUTOMOVEL,\0,2019,2020,4,52890,2021-07-22 18:15:52
494069,Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,"Veículo de Não-Fumante
IPVA Pago
Baixa KM
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2014,2015,4,31890,2021-07-22 18:15:51
494068,Ford,Ecosport,Ecosport XLT 2.0 16V (Flex) (Aut),"Veículo de Não-Fumante
IPVA Pago
Pneus Novos
Nenhuma Batida
Parece Novo
Revisões Realizadas
Vários Opcionais
Licenciado",USADOS,AUTOMOVEL,\0,2011,2012,4,39890,2021-07-22 18:15:50
494067,Chevrolet,Prisma,Prisma 1.4 LTZ SPE/4,Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,USADOS,AUTOMOVEL,\0,2015,2015,4,46890,2021-07-22 18:15:48
494066,Chevrolet,Onix,Onix 1.0 Joy SPE/4,Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,SEMINOVOS,AUTOMOVEL,\0,2017,2018,4,42890,2021-07-22 18:15:46
494065,Nissan,Sentra,Sentra 2.0 16V (aut),Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,USADOS,AUTOMOVEL,\0,2009,2009,4,29890,2021-07-22 18:15:45
494064,Hyundai,Veloster,Veloster 1.6 16V (aut),Veículo de Não-Fumante IPVA Pago Pneus Novos Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,USADOS,AUTOMOVEL,\0,2011,2012,3,53890,2021-07-22 18:15:44
494063,Hyundai,Creta,Creta 2.0 Prestige (Aut),Único Dono IPVA Pago Nenhuma Batida Parece Novo Revisões Realizadas Vários Opcionais Licenciado,SEMINOVOS,AUTOMOVEL,\0,2017,2018,4,89890,2021-07-22 18:15:43
494060,Volkswagen,Fox,Fox 1.6 16v MSI Pepper (Flex),"R$ 45.900,00 FINANCIADOS EM ATE 60x SEM CONSULTA SPC/SERASA (+) MAIS R$ 4.000,00 DE ENTRADA PARCELADOS EM ATE 12x NO CARTÃO. TOTAL A VISTA R$ 49.900,00. #ACEITAMOS O SEU USADO NA TROCA COM A MELHOR AVALIAÇÃO DO MERCADO, COM PRÉ AVALIAÇÃO VIA WHATSAPP#TROCA COM TROCO#CONDIÇÕES ESPECIAIS PARA MOTORISTAS DE APLICATIVOS E APOSENTADOS. #APROVAMOS O CREDITO PELO TELEFONE/WHATS 11 23746151 #FALE AGORA COM UM DE NOSSO CONSULTORES# Endereço: END. ESTRADA DAS LAGRIMAS 80 - RUDGE RAMOS - SBC* reservamos direitos a possíveis erros de digitação.",USADOS,AUTOMOVEL,\0,2016,2016,5,45900,2021-07-22 18:08:34
494059,Volkswagen,Voyage,Voyage 1.0 Total Flex,,SEMINOVOS,AUTOMOVEL,\0,2012,2012,,34900,2021-07-22 17:40:45
494058,Volkswagen,Jetta,Jetta 1.4 TSI Trendline,,SEMINOVOS,AUTOMOVEL,\0,2016,2016,4,79900,2021-07-22 17:38:50
494057,Ford,Focus,Focus Hatch SE Plus 2.0 PowerShift,,SEMINOVOS,AUTOMOVEL,HATCH,2016,2016,4,61800,2021-07-22 17:37:51
494056,Volkswagen,Fox,Fox Prime 1.6 8V (Flex),,SEMINOVOS,AUTOMOVEL,\0,2011,2011,4,38900,2021-07-22 17:36:25
494055,Ford,Focus,Focus Hatch SE Plus 2.0 PowerShift,"Alto controle de qualidade em seminovos com garantia de procedência, quilometragem real e revisões em dia é na Carburgo. Empresa com 58 anos de mercado automotivo no Rio Grande do Sul, a Carburgo tem o veículo que você procura e atendimento especializado.

As Empresas Carburgo tem 9 concessionárias das marcas Volkswagen, Kia e Citroën, com amplo estoque de carros zero Km e seminovos.

Venha fechar o melhor negócio. Nossa equipe está preparada para fazer uma ótima avaliação do seu usado, simular diversas opções de financiamento e providenciar toda documentação para você sair de carro novo.

Visite o site www.seminovoscarburgo.com.br para ver nosso estoque e promoções. Solicite atendimento online ou visite uma de nossas lojas.

 

Horário de atendimento:

Segunda feira à sexta feira

Das 9h às 12h e das 13h30 às 18h

Sábados

Das 9 às 17h

 

Carburgo em Novo Hamburgo

Av. Coronel Frederico Linck, 240 – Bairro Rio Branco

Telefone (51) 3594.9400",USADOS,AUTOMOVEL,HATCH,2016,2016,4,61800,2021-07-22 17:35:24
494054,Fiat,Fiorino,Fiorino Furgão 1.4 Evo (Flex),,SEMINOVOS,AUTOMOVEL,\0,2015,2015,2,53900,2021-07-22 17:34:26
494053,Honda,City,City Sport 1.5 16V (Flex),Nenhuma Batida.  IPVA Pago.  Pneus Novos.  Veículo de Não-Fumante.  Licenciado.  Vários Opcionais.,USADOS,AUTOMOVEL,\0,2013,2014,4,47990,2021-07-22 17:48:04
494052,Honda,City,City Sport 1.5 16V (Flex),Nenhuma Batida.  IPVA Pago.  Pneus Novos.  Veículo de Não-Fumante.  Licenciado.  Vários Opcionais.,USADOS,AUTOMOVEL,\0,2013,2014,4,47990,2021-07-22 17:47:26
494051,Renault,Duster,Duster 1.6 16V Expression (Flex),ÚNICO DONO / MECÂNICA,USADOS,AUTOMOVEL,SUV,2016,2016,4,53900,2021-07-22 17:09:27
494050,Hyundai,HB20,HB20 1.0 Comfort,"Hb20 confort. Plus 1.0

Ar condicionado, direção hidráulica, vidro elétrico, trava elétrica, limpador e desembacador traseiro, som original, air bag, freio abs.
Possui manual do proprietário e chave reserva.

(013) 98107.1510.

Aceitamos carro ou moto como entrada e se caso necessario financiamos a diferença pelo banco sujeito a análise de crédito.",SEMINOVOS,AUTOMOVEL,\0,2018,2018,5,48900,2021-07-22 17:27:48
494049,Jeep,Wrangler,Wrangler 2.0 Sahara 4WD,,SEMINOVOS,AUTOMOVEL,SUV,2019,2020,4,394900,2021-07-22 16:58:46
494048,Mitsubishi,ASX,ASX 2.0 16V CVT 4WD,"VERSÃO 4WD 2.0 A/T TOP - MOTOR DE 160 CV COM CÂMBIO AUTOMÁTICO CVT - TRAÇÃO 4X4 AWD - PILOTO AUTOMÁTICO - MULTIMÍDIA ORIGINAL - USB - BANCOS EM COURO COM REGULAGEM DE ALTURA ELÉTRICA DO MOTORISTA - BANCOS DIANTEIROS COM AQUECIMENTO - VIDROS ELÉTRICOS NAS 4 PORTAS - RETROVISORES ELÉTRICOS - DIREÇÃO ESCAMOTEÁVEL - AR CONDICIONADO ELETRONICO - FAROLETES - AIR BAGS FRONTAIS LATERAIS E TRASEIROS - FREIO A DISCOS NAS QUATRO RODAS - TETO PANORAMICO - FREIO ABS - VALOR DE VENDA À VISTA - VEíCULO EXPOSTO NA RUA EDU CHAVES, 159 SãO JOãO 51 3329 4444 - IMPECÁVEL - PARA PESSOAS EXIGENTES - LIGUE AGORA - NOSSO CRITéRIO DE SELEçãO E APRESENTAçãO DOS VEíCULOS VISA SEMPRE A SATISFAçãO DOS CLIENTES MAIS EXIGENTES. VENHA FAZER UM TESTE DRIVE E GARANTA UM EXCELENTE NEGóCIO! TEMOS A MELHOR EQUIPE PARA ATENDê-LO. CONFIRA NOSSAS TAXAS DE FINANCIAMENTO. FOX MITSUBISHI - A MELHOR EXPERIÊNCIA",USADOS,AUTOMOVEL,SUV,2014,2015,4,84990,2021-07-22 16:55:38
494047,Jeep,Renegade,Renegade Sport 1.8 (Flex),"Renagade 1.8 sport mec. 2018.

Ar condicionado ,direção hidráulica, vidro elétrico, trava elétrica, limpador e desembacador, rodas de liga leve, som original, air bag, freio abs.
Possui manual do proprietario e chave reserva.

(013) 98107.1510.

Aceitamos carro ou moto como entrada e se caso necessario financiamos a diferença pelo banco sujeito a análise de crédito.",SEMINOVOS,AUTOMOVEL,\0,2018,2018,5,73900,2021-07-22 17:21:46
494046,Chevrolet,Blazer,Blazer Advantage 4x2 2.4 MPFi,"Blazer advantage 2005 com 80.000km.

Ar condicionado, direção hidráulica, vidro elétrico, trava elétrica, limpador e desembacador traseiro.
O carro esta em ótimo estado de conservação, vale apena conferir!.
Possui manual do proprietário e chave reserva.

(013) 98107.1510.

Aceitamos carro ou moto como entrada e se caso necessario financiamos a diferença pelo banco sujeito a análise de crédito .",USADOS,AUTOMOVEL,\0,2005,2005,5,28900,2021-07-22 17:13:09
494045,Fiat,Fiorino,Fiorino 1.4 Hard Working,Único Dono.  Parece Novo.  Pneus Novos.  IPVA Pago.  Vários Opcionais.,SEMINOVOS,AUTOMOVEL,\0,2019,2020,3,69990,2021-07-22 17:11:52
494043,Volkswagen,Amarok,Amarok 2.0 CD 4x4 TDi Highline (Aut),,SEMINOVOS,AUTOMOVEL,PICAPE,2016,2016,4,149900,2021-07-22 16:42:16
494039,Fiat,Idea,Idea Adventure 1.8 16V E.TorQ (Flex),"Baixa KM. Parece Novo. Veículo de Não-Fumante. Pneus Novos. IPVA Pago. Licenciado. Revisões Realizadas. carro 100% aprovado no laudo,carro em otimo estado muito bom para quem quer fazer app. valor do carro R$ 31.900,00 valor do anuncio esta esta R$25.900,00 + entrada. venha conferir nosso estoque. fone(11)2156-5705 WHATSAPP (11)96612-0263 DAVID SILVA ESTRELA MULTIMARCAS AV: marechal Tito N-1874",USADOS,AUTOMOVEL,\0,2012,2012,4,26900,2021-07-22 16:50:57
